title,company,location,salary,experience,link,description,skills,location,salary,experience,link,description,skills
Service Engineer,SRS Solutions,"Chandigarh, Indore, Baddi, Mumbai (All Areas)",Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-service-engineer-srs-solutions-chandigarh-indore-baddi-mumbai-all-areas-3-to-8-years-150523006281,"Service Engineer-Pharma Machinery, Planning of I&C, Service Calls & AMC of all products...","Installation And Commissioning,Service Engineering,Mechanical Technology,Pharma Machinery,Troubleshooting,t,engineering,compensation",,,,,,
Electrician - ITI,Merwans Confectioners,"Navi Mumbai, Turbhe",1.75-2.5 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-electrician-iti-merwans-confectioners-navi-mumbai-turbhe-0-to-2-years-310522003241,"Should be flexible, versatile & positive approachCandidate must be passed with the ITI ...","Electricians,Maintenance,Maintenance Activities,electricals,itil,plant management,iti,factory management",,,,,,
Electronics Engineer,UE LifeSciences (India) Pvt. Ltd.,Mumbai (All Areas),Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-electronics-engineer-ue-lifesciences-india-pvt-ltd-mumbai-all-areas-0-to-5-years-280922005672,"Design of SOC (system on chip or Chip on Board) circuits, including some appreciation o...","PCB Designing,assembly,circuit,electronics,pcb,pcb assembly,electronics engineering,design",,,,,,
Electronic Technician Female,Pooja Enterprises,"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra",1.25-1.5 Lacs PA,01 Jun - 10 Jun,https://www.naukri.com/job-listings-electronic-technician-female-pooja-enterprises-mumbai-maharashtra-mumbai-suburban-maharashtra-0-to-4-years-180523009324,"Repairing of Electronic circuit boards. SMD level Soldering, knowledge of electronic co...","iti electronics,soldering,iti,electronics,ITI electronic or Diploma Electronic,skilled in soldering",,,,,,
Fresher Graduate - Production Planning,Centre For Recruitment And Selection,"Bharuch, Gujarat, Dahej, Patna, Lucknow, Surat, Gujarat, Mumbai (All Areas)",Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-fresher-graduate-production-planning-centre-for-recruitment-and-selection-bharuch-gujarat-dahej-patna-lucknow-surat-gujarat-mumbai-all-areas-0-to-5-years-180523004888,Exp - 0 to 5 years Production Planning Inventory Control Must have knowledge of Advance...,"Production Planning,Production Control,Production Planning Control,Inventory,control,advanced excel,advanced ms excel,supervision",,,,,,
Civil Engineer,Eewa Engineering Co,"Ahmedabad, Chennai, Mumbai (All Areas)",Not disclosed,0-5 Yrs,https://www.naukri.com/job-listings-civil-engineer-eewa-engineering-co-ahmedabad-chennai-mumbai-all-areas-0-to-5-years-170523004607,"Designing, developing and creating office space layouts Execution of office space proje...","Project Management,civil engineering,design,site,management,civil,engineering,project",,,,,,
PLC Automation Engineer,Ecosys Efficiencies Pvt Ltd,Mumbai,1.75-6.75 Lacs PA,17 May - 26 May,https://www.naukri.com/job-listings-plc-automation-engineer-ecosys-efficiencies-pvt-ltd-mumbai-0-to-5-years-160523003466,Understanding the customer requirementKnowledge Expected and Preferred: Experience of P...,"PLC Programming,siemens plc,industrial,rockwell software,industrial automation,software,plc,project",,,,,,
Electronics Engineer,Lab Audio  Services,Mumbai(Ashok Nagar Kandivali),1.25-2 Lacs PA,0-5 Yrs,https://www.naukri.com/job-listings-electronics-engineer-lab-audio-services-mumbai-0-to-5-years-150523005986,"Roles and Responsibilities : PCB assembling and Soldering, Testing & Calibration of Ele...","PCB Designing,Circuit Designing,power electronics,Electronic Components,analog,power supply,maintenance,circuit",,,,,,
Fitter Engineer,Techline Industries,"Thane, Navi Mumbai, Rabale",Not disclosed,0-1 Yrs,https://www.naukri.com/job-listings-fitter-engineer-techline-industries-thane-navi-mumbai-rabale-0-to-1-years-150523002794,Need knowledge of measurements and computer knowledge to use management software. . Des...,"Assembling,purchase,team management,team,inventory,production,materials,material management",,,,,,
Maintenance Supervisor - AC/Chiller/Kitchen Equipment,Belhem Hospitality,Bangalore/Bengaluru,Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-maintenance-supervisor-ac-chiller-kitchen-equipment-belhem-hospitality-bangalore-bengaluru-2-to-7-years-310323903172,A / C. - Chiller. - Freezer. - Cold Room. - Electric Kitchen Equipments. - Refrigerated...,"Maintenance Supervisor,chiller,kitchen equipments,wiring,room,equipment,ac,electrical works",,,,,,
Manager Paint Technologist,Satrac Engineering,Bangalore/Bengaluru,Not disclosed,10-15 Yrs,https://www.naukri.com/job-listings-manager-paint-technologist-satrac-engineering-bangalore-bengaluru-10-to-15-years-310323003662,Set up a Paint booth and develop a painting process for new products. contribute to the...,"Spray Painting,Chemical Engineering,Paint Shop,Engineering,Chemical,Management,Painting",,,,,,
Maintenance Supervisor,Belhem Hospitality,Bangalore/Bengaluru,Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-maintenance-supervisor-belhem-hospitality-bangalore-bengaluru-3-to-8-years-300323912980,- Requirement is for a leading chain of restaurants having multiple brand of restaurant...,"Maintenance,electricals,ac installation,maintenance services,electrical maintenance,equipment,electrical troubleshooting,equipment maintenance",,,,,,
Maintenance Engineer - Mechanical (FFS),Kempegowda International Airport (BLR AIRPORT),Bangalore/Bengaluru,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-maintenance-engineer-mechanical-ffs-kempegowda-international-airport-blr-airport-bangalore-bengaluru-4-to-9-years-290722002102,"JOB PURPOSE Responsible for day-to-day operation and maintenance activities, repair, tr...","Spinkler System,Fire Hydrant System,Fire Protection System,Fire Pumps,Fire Fighting System,fire alarm system,mechanical maintenance,fire protection",,,,,,
Production Manager Interior and Furniture Brand,Sowparnika,Bangalore/Bengaluru,4.25-6 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-production-manager-interior-and-furniture-brand-sowparnika-bangalore-bengaluru-3-to-5-years-280323012177,Heading the operations and back-end for the overall City and achieving business goals s...,"supply chain operations,quality control,quality assurance,project management tools,inventory management,project,quality,project management",,,,,,
Associate Manager - Lean Manufacturing,Suretex Prophylactics,"Bangalore/ Bengaluru, Karnataka",Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-associate-manager-lean-manufacturing-suretex-prophylactics-bangalore-bengaluru-karnataka-4-to-9-years-240523007794,"As Six Sigma coach, provide expert advice and assistance to Green Belts, Process Owners...","Problem Solving,Analytical Skill,Analytical,Strategic thinking,Management,Analytics,Lean manufacturing,Communication skills",,,,,,
Junior Architect,Citrus Ventures Pvt.  Ltd.,Bangalore/Bengaluru(Hebbal Kempapura),4-6.5 Lacs PA,1-3 Yrs,https://www.naukri.com/job-listings-junior-architect-citrus-ventures-pvt-ltd-bangalore-bengaluru-1-to-3-years-240523007535,"Drafting Architectural Drawings Using AUTOCAD, Computation of Carpet area , UDS , Worki...","B.Arch First Class registered with Council of architects,Drafting Architectural Drawings  Using AUTOCAD,Architecture,Architectural Draftsman,Drafting,Draw,Computation,Registration",,,,,,
Construction Assistant - Residential and Commercial,Osprosys Software,Bangalore/Bengaluru,Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-construction-assistant-residential-and-commercial-osprosys-software-bangalore-bengaluru-3-to-5-years-240523005791,willing to work in US ShiftBachelor degree.At least 3 years of experience in constructi...,"Residential,Building Construction,Construction Material,Commercial Buildings,US Market,Construction equipment,Building,Construction",,,,,,
Purchase Manager,Fluid Air Systems,"Bangalore/Bengaluru(Machohalli), machohalli, magadi main road",Not disclosed,2-6 Yrs,https://www.naukri.com/job-listings-purchase-manager-fluid-air-systems-bangalore-bengaluru-machohalli-magadi-main-road-2-to-6-years-240523005359,"Need to do documents like Purchase Orders, Sales Invoice, Quotations, Follow-ups with V...","MS Office,Computer Knowledge,Computer,Vendor,Material management,Negotiation,Price negotiation,Computer skills",,,,,,
Dassault System Catia V3 - V5,Dot Age Tech Solutions,Bangalore/Bengaluru,8-10 Lacs PA,5-6 Yrs,https://www.naukri.com/job-listings-dassault-system-catia-v3-v5-dot-age-tech-solutions-bangalore-bengaluru-5-to-6-years-240423002989,1 Create 3D models 2D drawings using UG NX2 Create Aero structural components3 Checking...,"CATIA,CNC Cutting,Modeling,Aerospace,Fixture,Routing,Draft,Design",,,,,,
Calibration Service- Chennai/ Bangalore,ANM Consultants,"Chennai, Bangalore/Bengaluru",1-3 Lacs PA,2-7 Yrs,https://www.naukri.com/job-listings-calibration-service-chennai-bangalore-anm-consultants-chennai-bangalore-bengaluru-2-to-7-years-240423002308,Calibration of Mechanical/ Electrical/ Pressure/ Temperature/ Mass/ Force/ Torque/ Hard...,"service,Calibration,Measuring Instruments,Field,Press,Temperature,Field work,Instruments",,,,,,
Looking For Design Manager - Bangalore,Boyen Haddin,"Bangalore/ Bengaluru, Karnataka",10-15 Lacs PA,10-15 Yrs,https://www.naukri.com/job-listings-looking-for-design-manager-bangalore-boyen-haddin-bangalore-bengaluru-karnataka-10-to-15-years-230523008323,"Responsibilities ÃÂ¢ÃÂÃÂ¢ Prepare reports, designs, and drawings. ÃÂ¢ÃÂÃÂ¢ Make calculations about pr...","structural design engineer,Steel,Structural design,Engineering,Steel structures,Steel Fabrication,Staad,Staad Pro",,,,,,
Automation Design Engineer For Bangalore Location,Skills Bridge India,Bangalore/Bengaluru,Not disclosed,10-12 Yrs,https://www.naukri.com/job-listings-automation-design-engineer-for-bangalore-location-skills-bridge-india-bangalore-bengaluru-10-to-12-years-230523006417,"10+ years exp., preferably with at least 5 years relevant exp.in Precision Engineering ...","SPM design,Precision Engineering,Automation Design,Equipment Design,IOT,material handling,mechanical design,process",,,,,,
Civil Design Structural Engineer,UKS Structures Private Limited,Bangalore/Bengaluru,Not disclosed,1-5 Yrs,https://www.naukri.com/job-listings-civil-design-structural-engineer-uks-structures-private-limited-bangalore-bengaluru-1-to-5-years-230523005255,We are looking for Civil structural engineer and Auto cad Draftsmen person with work ex...,"Excel,AutoCAD,design,structural engineering,civil design,revit,civil engineering,problem solving",,,,,,
Branded co  Hiring Welding-Supervisor Sr.Production Engineer:Bangalore,On Time Solutions,Bangalore/Bengaluru,3-7 Lacs PA,3-8 Yrs,https://www.naukri.com/job-listings-branded-co-hiring-welding-supervisor-sr-production-engineer-bangalore-on-time-solutions-bangalore-bengaluru-3-to-8-years-230523005132,"Exp : 3 to 6 Years in to Welding, Supervising, planning, delegation, problem-solving, &...","Welding,Fabrication,Production,production planning,production engineering,supervision,manufacturing engineering,manufacturing",,,,,,
Mechanical Design Engineer,LD Square,Bangalore/Bengaluru(Magadi Road +1),Not disclosed,1-4 Yrs,https://www.naukri.com/job-listings-mechanical-design-engineer-ld-square-bangalore-bengaluru-1-to-4-years-230523005119,"Designation - Design Engineer Roles and Responsibilities - Working in Design Team, Resp...","Solid Works,AutoCAD Mechanical,mechanical,draft,solid,3d modeling,drafting,design",,,,,,
Autocad Design Engineer,JOB Junction India.com,Bangalore/Bengaluru,Not disclosed,1-5 Yrs,https://www.naukri.com/job-listings-autocad-design-engineer-junction-india-com-bangalore-bengaluru-1-to-5-years-230523005001,Job Location: Bangalore Contact Number: 9845798290 / 9845514305,"CATIA,AutoCAD,Solid Works,CAD,Mechanical,3d,sheet,industrial",,,,,,
Staad Pro Civil Engineer,JOB Junction India.com,Bangalore/Bengaluru,Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-staad-pro-civil-engineer-junction-india-com-bangalore-bengaluru-3-to-8-years-230523004763,Job Location: Bangalore Contact Number: 8050070079 / 9845514305,"Pre Engineered Building,Structurals,ETABS,Civil,Staad Pro,residential,pre,urban",,,,,,
Printing Packaging Engineer,HB Comp,Bangalore/Bengaluru(HSR Layout +2),"50,000-60,000 PA (Including Variable: 15.0%)",2-6 Yrs,https://www.naukri.com/job-listings-printing-packaging-engineer-hb-comp-bangalore-bengaluru-2-to-6-years-230523003889,Develop and execute printing of merchandise as shared by the design team Manage the pac...,"Packaging Design,Customer Service,Printing Packaging,Graphic Designer,Diploma in Printing Technology,graphic designing,graphics,printing",,,,,,
Hardware Team Lead,Orbitouch Outsourcing Pvt Ltd,Bangalore/Bengaluru(Attibele),5-10 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-hardware-team-lead-orbitouch-outsourcing-pvt-ltd-bangalore-bengaluru-5-to-10-years-220523005741,Hands on Experience in Altium/Orcad/Alegro.Create mindset of Continuous Improvement Ide...,"Design Development,allegro,technical,design,cutting,development,tools,documentation",,,,,,
Senior Designer,Smart Consultancy Services,Bangalore/Bengaluru,10-12 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-senior-designer-smart-consultancy-services-bangalore-bengaluru-5-to-10-years-220523003075,The candidate should be a Dip/Graduate with 3+ years in Woven Garment DESIGING,"Woven,Fabrics,Garments,Merchandising,weaving,senior,design,fabric",,,,,,
Asst. Engineer -Toolroom,Alliance Placement Solutions,Bangalore/Bengaluru,3.5-5 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-asst-engineer-toolroom-alliance-placement-solutions-bangalore-bengaluru-3-to-5-years-210622001469,GEAR SHAVING CUTTER RE-GRINDING. HOB CUTTER RE-GRIND. CYLINDRICAL GRINDING MACHINE. SUR...,"Tool Room,room,assistance,engineering,tool engineering,tools,design",,,,,,
Electrical Engineer(Maintenance) - Conveyors & Cranes,Rainbow Integrated Multitech,Bangalore/Bengaluru(Kalasipalya),2.5-3 Lacs PA,25 May - 03 Jun,https://www.naukri.com/job-listings-electrical-engineer-maintenance-conveyors-cranes-rainbow-integrated-multitech-bangalore-bengaluru-3-to-5-years-210223008567,"Maintenance of Cranes, Conveyors, Drive and shaft maintenance, PLC panel reading and in...","cranes Maintenance,Drive test,Distributed control system,Electricals,Programmable logic controller,Maintenance,Shaft Alignment,Variable frequency drives",,,,,,
"Hiring "" IMOS Design Engineer "" - Bangalore",DesignCafe,"Hybrid - Bangalore/ Bengaluru, Karnataka",4-6 Lacs PA,2-4 Yrs,https://www.naukri.com/job-listings-hiring-imos-design-engineer-bangalore-designcafe-bangalore-bengaluru-karnataka-2-to-4-years-200523006380,Minimum Experience - 2 to 4 year experience in IMOS software Required Candidate : . Com...,"Furniture Design,AutoCAD,Modular,imos,industrial,development,hiring,production engineering",,,,,,
R&D Engineer  - Chemistry,Cathodic Control Company Private Limited,Bangalore/Bengaluru,2.25-3 Lacs PA,1-3 Yrs,https://www.naukri.com/job-listings-r-d-engineer-chemistry-cathodic-control-company-private-limited-bangalore-bengaluru-1-to-3-years-200523004676,Candidate will be B.SC / MSc in chemistry or BE in Metallurgical engineering with one o...,"production engineer,Application engineer,engineering,technical,cathodic protection,technical documentation,test engineering,chemistry",,,,,,
Cnc Turning Programmer,Tejas Technologies,Bangalore/Bengaluru,2-3.75 Lacs PA,1-6 Yrs,https://www.naukri.com/job-listings-cnc-turning-programmer-tejas-technologies-bangalore-bengaluru-1-to-6-years-200523000032,CANDIDATE SHOULD MINIMUM OF 6 MONTHS OF EXPERIENCE IN CNC LATHE OPERATIONS AND CNC PROG...,"CNC Turning,fanuc,turning,cnc milling,milling,control,cnc,cnc programming",,,,,,
Senior Site Engineer - 08 To 12 years For Civil construction company.,Discoy,Bangalore/Bengaluru,Not disclosed,8-12 Yrs,https://www.naukri.com/job-listings-senior-site-engineer-08-to-12-years-for-civil-construction-company-discoy-bangalore-bengaluru-8-to-12-years-191022008110,Male candidates only apply. . Graduate in Bachelor of engineering Civil (BE / BTech-Civ...,"Project Execution,Project Engineering,AutoCAD,site engineering,senior,civil,civil construction,project planning",,,,,,
Design Engineer,SELLIGENCE SOLUTIONS PRIVATE LIMITED,Bangalore/Bengaluru,Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-design-engineer-selligence-solutions-private-limited-bangalore-bengaluru-3-to-5-years-190523910476,Bachelor s degree in Mechanical / Automobile Engineering or related field preferred. Mi...,"3D CAD,project coordination,project documentation,project,3d,solid edge,quality,modeling",,,,,,
Principal Engineer - Land Development/Site Civils,Aecom,Bangalore/Bengaluru,Not disclosed,9-13 Yrs,https://www.naukri.com/job-listings-principal-engineer-land-development-site-civils-aecom-india-private-limited-bangalore-bengaluru-9-to-13-years-190523908268,Candidates will be responsible for the following activities: . 9-13 Years (Exposure to ...,"AutoCAD Civil 3D,3d,autocad,projectwise,land development,civil 3d,site,management",,,,,,
Senior Engineer - Rail Civils,Aecom,Bangalore/Bengaluru,Not disclosed,7-9 Yrs,https://www.naukri.com/job-listings-senior-engineer-rail-civils-aecom-india-private-limited-bangalore-bengaluru-7-to-9-years-190523908227,AECOM is currently looking for a candidate to be based in Bengaluru with the following ...,"sSructural engineering,design,cad,bridge design,midas,rail,senior,engineering",,,,,,
Magnetics Design Engineer,Headsource and Services,Bangalore/Bengaluru,Not disclosed,3-6 Yrs,https://www.naukri.com/job-listings-magnetics-design-engineer-headsource-and-services-bangalore-bengaluru-3-to-6-years-190523905754,Knowledge & Skills:Experience in design and development of magnetics - Power transforme...,"Design Engineering,design,power transformer,power systems,cad,cad drawing,gerber,engineering",,,,,,
Officer,Hikal Ltd,Bangalore/Bengaluru,Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-officer-hikal-ltd-bangalore-bengaluru-2-to-5-years-190523501406,Ensure batch processing is carried out strictly in accordance with batch records and as...,"housekeeping,training,qc,production,gmp,ehs,production department,Executive",,,,,,
Junior Officer,Hikal Ltd,Bangalore/Bengaluru,Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-junior-officer-hikal-ltd-bangalore-bengaluru-1-to-3-years-190523501397,. To receive operating instructions for the shift from Production Executive / Officer ....,"gmp,production,qc,executive production,housekeeping,production department,Executive,Production Executive",,,,,,
Urgent Requirement For Safety Officer/Quality Controller(QA/QC),DNS Constructions,Bangalore/Bengaluru,2.5-5 Lacs PA,2-7 Yrs,https://www.naukri.com/job-listings-urgent-requirement-for-safety-officer-quality-controller-qa-qc-dns-constructions-bangalore-bengaluru-2-to-7-years-190523010576,"Candidate should have experience in High Rise Building, External Works - Civil Works, S...","Quality Control,safety officer activities,requirements,qc,engineering,quality assurance,civil engineering,quality",,,,,,
Tekla Checkers,HI-Q Design & Detailing Private Limited,Bangalore/Bengaluru,Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-tekla-checkers-hi-q-design-detailing-private-limited-bangalore-bengaluru-3-to-8-years-190523009349,Experience in Checking GA & Assembly drawings as against contract drawingsExperience in...,"tekla,detailing,mechanical engineering,check,mechanical,checking,steel,steel structures",,,,,,
Ignition Engineer,Capleo Global,"Bangalore/ Bengaluru, Karnataka",Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-ignition-engineer-capleo-global-bangalore-bengaluru-karnataka-4-to-9-years-190523009263,"Experience on delivering engineering deliverables like - URS, FDS, DDS, Architecture, B...","Influx,python,c++,ignition,validation,data validation,isa,ISA 99",,,,,,
Sr. Engineer - QS ( MEP ),Brigade Group,Bangalore/Bengaluru,Not disclosed,7-10 Yrs,https://www.naukri.com/job-listings-sr-engineer-qs-mep-brigade-group-bangalore-bengaluru-7-to-10-years-190523008791,Monitor timely completion of Contractor billing certification activities as per contrac...,"mep,quantity surveying,survey,rate analysis,sap,sr,analysis,quantity",,,,,,
Project executive-  2-3 years-  Bangalore,Sapwood Ventures,Bangalore/Bengaluru(4th Block HBR Layout),3.5-4 Lacs PA,2-3 Yrs,https://www.naukri.com/job-listings-project-executive-2-3-years-bangalore-sapwood-ventures-bangalore-bengaluru-2-to-3-years-190523008324,"Should have a good understanding of computer networks, CCNA certification will be added...","Project Execution,project,execution",,,,,,
Production Planner,Fact Personnel,Bangalore/Bengaluru,3-5 Lacs PA,4-6 Yrs,https://www.naukri.com/job-listings-production-planner-fact-personnel-bangalore-bengaluru-4-to-6-years-190523007688,Power Point Good power point presentation knowledge MIS & MR report Etc SAP Good SAP kn...,"Production planning Line balancing,planning,capacity management,capacity,production planning,line balancing,production,management",,,,,,
Job Opening For Civil Site Engineer,Champion Infometrics,Bangalore/Bengaluru,3-5 Lacs PA,3-8 Yrs,https://www.naukri.com/job-listings-opening-for-civil-site-engineer-champion-infometrics-bangalore-bengaluru-3-to-8-years-190523007250,Experience : 4+ Years. Site Engineers Key Result Area / JD . .,"senior site engineer,Boq Preparation,drawing,civil site engineering,draw,site engineering,civil,supervision",,,,,,
Land Surveyor,Suzlon Group,"Kushtagi, Bangalore/ Bengaluru, Karnataka",2-3 Lacs PA,2-5 Yrs,https://www.naukri.com/job-listings-land-surveyor-suzlon-group-kushtagi-bangalore-bengaluru-karnataka-2-to-5-years-190523005953,Site Survey 1. Finalization for coordinates for locations planed including finalization...,"Contour,AutoCAD,Land Surveying,survey",,,,,,
Production Manager,Fourth Frontier Technologies,Hybrid - Bangalore/Bengaluru,8-12 Lacs PA,2-6 Yrs,https://www.naukri.com/job-listings-production-manager-fourth-frontier-technologies-bangalore-bengaluru-2-to-6-years-190523005909,Ensure that production documentation is readily accessible to production operators and ...,"Production Management,embedded device testing,Quality Assurance,Production Documentation,Quality Control,problem - solving,Communication Skills,Technical Skills",,,,,,
Land Head,Suzlon Group,"Koppal, Karnataka, Kushtagi, Karnataka, Bangalore/Bengaluru",Not disclosed,15-20 Yrs,https://www.naukri.com/job-listings-land-head-suzlon-group-koppal-karnataka-kushtagi-karnataka-bangalore-bengaluru-15-to-20-years-190523005893,- Conduct periodic Review meetings with Site Land Team. - Conduct review meetings with ...,"Land Acquisition,Due Diligence,leasing,litigation,liaising,heading,property acquisition,site",,,,,,
Production Executive,Redon Lithium Industries Llp,Bangalore/Bengaluru,Not disclosed,2-6 Yrs,https://www.naukri.com/job-listings-production-executive-redon-lithium-industries-llp-bangalore-bengaluru-2-to-6-years-190523004698,Providing world-class Lithium ion battery solutions that lead the industry in quality a...,"production,production planning,executive production,planning",,,,,,
Senior Technician Jacket,Ambattur Fashion,"Chennai, Bangalore/Bengaluru",Not disclosed,10-15 Yrs,https://www.naukri.com/job-listings-senior-technician-jacket-ambattur-fashion-chennai-bangalore-bengaluru-10-to-15-years-190523004407,Minimum 10-15 Years experience in Jacket Pattern Making and strong knowledge in constru...,"gerber,senior,communication skills,jacket",,,,,,
Fitter,Tann Utility Services,Bangalore/Bengaluru(Electronic City),Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-fitter-tann-utility-services-bangalore-bengaluru-1-to-3-years-180523904181,"Operate and maintain workshop equipment and tools, ensuring they are in good working co...","maintenance,machining,repair,fitness,assembling,Fitter,repairing",,,,,,
Electrical  Maintenance Technician,Tann Utility Services,Bangalore/Bengaluru(Electronic City),Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-electrical-maintenance-technician-tann-utility-services-bangalore-bengaluru-1-to-3-years-180523904124,"An Electrical Maintenance Technician is responsible for installing, maintaining, and re...","Maintenance,electrical maintenance,repair,preventive,preventive maintenance,electricals,Electrical  Maintenance,Electrical  Maintenance Technician",,,,,,
Machine Maintenance Technician,Tann Utility Services,Bangalore/Bengaluru(Electronic City),Not disclosed,1-3 Yrs,https://www.naukri.com/job-listings-machine-maintenance-technician-tann-utility-services-bangalore-bengaluru-1-to-3-years-180523904058,A Machine Maintenance Technician is responsible for performing maintenance and repairs ...,"Maintenance,draw,autocad drawing,autocad,drilling,drawing,cad,auto",,,,,,
Engineering Process Group,Elfonze Technologies,Bangalore/Bengaluru,Not disclosed,4-8 Yrs,https://www.naukri.com/job-listings-engineering-process-group-elfonze-technologies-private-limited-bangalore-bengaluru-4-to-8-years-180523502712,"o Experience in handling internal audits, certified internal auditor is added advantage...","sm,engineering,soc,business development,interpersonal skills,process,quality engineering,interpersonal",,,,,,
Project Manager,Cowrks,Bangalore/Bengaluru,Not disclosed,7-9 Yrs,https://www.naukri.com/job-listings-project-manager-cowrks-bangalore-bengaluru-7-to-9-years-180523502284,Due Diligence for site selection and lease review and providing inputs for clear scope ...,"project,diligence,project management,change management,procurement,flow,cash flow,engineering",,,,,,
Production - SPDT Supervisor,Hind High Vacuum,Bangalore/Bengaluru,Not disclosed,3-4 Yrs,https://www.naukri.com/job-listings-production-spdt-supervisor-hhv-ltd-hind-high-vacuum-co-pvt-ltd-bangalore-bengaluru-3-to-4-years-180523500829,Training OperatorsTechniciansTechnical Assistant on executing processes for production ...,"training,ims,machine maintenance,production,mechanical,supervision,iso,monitoring",,,,,,
Production - SPDT Operator,Hind High Vacuum,Bangalore/Bengaluru,Not disclosed,3-4 Yrs,https://www.naukri.com/job-listings-production-spdt-operator-hhv-ltd-hind-high-vacuum-co-pvt-ltd-bangalore-bengaluru-3-to-4-years-180523500828,Follow established safety rules and regulations . Should well be aware about the custom...,"mechanical,ims,operating,production,monitoring,iso,HRD,Mechanical Supervisor",,,,,,
Lab Technician,GM Infotech,Bangalore/Bengaluru,Not disclosed,8-10 Yrs,https://www.naukri.com/job-listings-lab-technician-gm-infotech-bangalore-bengaluru-8-to-10-years-180523500815,Should have knowledge on passive component packages for both SMD and PTH components . I...,"electronic components,power electronics,circuit,inventory,thermal,mechanical,smd,electronics",,,,,,
Warehouse Officer,Global CalciumPvt. Ltd.,Bangalore/Bengaluru,Not disclosed,1-5 Yrs,https://www.naukri.com/job-listings-warehouse-officer-global-calciumpvt-ltd-bangalore-bengaluru-1-to-5-years-180523500812,Planning Execution . Planning for respective shifts and Execution of Warehouse activity...,"monitoring,warehouse,operating,packaging,auditing,qa/qc,management,internal audit",,,,,,
Stores Executive,Global CalciumPvt. Ltd.,Bangalore/Bengaluru,Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-stores-executive-global-calciumpvt-ltd-bangalore-bengaluru-2-to-5-years-180523500811,Planning Execution . Planning for respective shifts and Execution of Warehouse activity...,"packaging,procedures,monitoring,warehouse,standard operating procedures,internal audit,qc,operating",,,,,,
Systems Designer,Grantek,Bangalore/Bengaluru,Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-systems-designer-grantek-bangalore-bengaluru-2-to-7-years-180523500244,"Academic or working experience with some or all the listed Technologies Used, in previo...","system design,plc,automation,linux,mechatronics,unix,system,erp",,,,,,
Catia Automation Engineer,Eloi Consulting,"Bangalore/ Bengaluru, Karnataka",Not disclosed,1-6 Yrs,https://www.naukri.com/job-listings-catia-automation-engineer-eloi-consulting-bangalore-bengaluru-karnataka-1-to-6-years-180523010939,"Must have experience work in Catia Automation and must have experience working in VB, n...","vb.net,vb,catia,catia v5,automation",,,,,,
Walk-In Recruitment Drive at Vadodara,Ballestra Engineering And Projects,Bangalore/Bengaluru,Not disclosed,27 May,https://www.naukri.com/job-listings-walk-in-recruitment-drive-at-vadodara-ballestra-engineering-and-projects-private-limited-bangalore-bengaluru-5-to-10-years-180523008679,We are hiring for multiple positions for our Engineering team. The Walk-In Recruitment ...,"3d modeling,autocad,CADWORX,equipment layout,detail engineering,piping,drives,feed",,,,,,
Design Engineer,Rollon Hydraulics,Bangalore/Bengaluru,3-3.5 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-design-engineer-rollon-hydraulics-pvt-ltd-bangalore-bengaluru-3-to-5-years-180523007936,"Preparation of PPAP documents with all quality related documents, as per customer requi...","design,2d,autocad,design engineering",,,,,,
Maintenance Executive Electrical (Power System),Kempegowda International Airport (BLR AIRPORT),Bangalore/Bengaluru,Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-maintenance-executive-electrical-power-system-kempegowda-international-airport-blr-airport-bangalore-bengaluru-3-to-8-years-180523004450,Preparation of Monthly MIS Report based on the Shift MIS Report and Improvement in Data...,"Battery Charger,DG Sets,Transformers,switchyard 66 KV and above,RMU,chargers,maintenance,battery",,,,,,
Interior Site Engineer,Sree Craft,Bangalore/Bengaluru(Banaswadi),3-4.5 Lacs PA,2-6 Yrs,https://www.naukri.com/job-listings-interior-site-engineer-sree-craft-bangalore-bengaluru-2-to-6-years-180523003752,"Preparing daily progress report, scheduling and forecasting the project deadlines. . Sh...","Site Supervision,site engineering,Interiors,Interior Works,Finishing,billing,supervision,execution",,,,,,
